LABELS
SEPARATOR TAB

DATA
20298_3_42	Alistipes shahii (0.053%)
P2115	Butyricicoccaceae (0.04%)
P2117	Agathobaculum (0.081%)
P2120	Agathobaculum (0.005%)
P2124	Butyricicoccus pullicaecorum (0.045%)
P2131	Massilimaliae (0.008%)
P2134	Massilioclostridium coli (0.023%)
P2137	Anaerotruncus colihominis (0.049%)
P2140	Anaerotruncus rubiinfantis (0.029%)
P2144	Negativibacillus (0.095%)
P2145	Negativibacillus (0.12%)
P2149	Angelakisella (1.107%)
P2155	Neglecta (0.003%)
P2159	Neglecta (0.043%)
P2164	Anaeromassilibacillus (0.054%)
P2165	MS4 sp1 (0.001%)
P2168	DTU089 (0.006%)
P2171	Clostridium_E (0.0%)
P2175	Clostridium_A leptum (0.035%)
P2180	DTU089 (0.023%)
P2182	CAG-557 (0.001%)
P2183	Ruminococcus_E (1.72%)
P2184	Ruminococcus_E (0.007%)
P2185	Ruminococcus_E (0.067%)
P2190	DTU089 (0.003%)
P2191	DTU089 (0.006%)
P2199	DTU089 (0.038%)
P2203	DTU089 (0.01%)
P2206	DTU089 (0.005%)
P2210	DTU089 (0.0%)
P2214	Eubacterium_R (0.521%)
P2217	Eubacterium_R (0.001%)
P2219	Eubacterium_R (0.002%)
P2224	Eubacterium_R (0.004%)
P2229	Eubacterium_R (0.016%)
P2230	Eubacterium_R (0.004%)
P2231	Eubacterium_R (0.005%)
P2237	DTU089 (0.019%)
P2239	DTU089 (0.002%)
P2244	DTU089 (0.005%)
P2247	CAG-177 (0.006%)
P2250	CAG-488 (0.004%)
P2254	CAG-180 (0.001%)
P2261	DTU089 (0.01%)
P2263	DTU089 (0.001%)
P2266	DTU089 (0.001%)
P2267	DTU089 (0.03%)
P2270	DTU089 (0.003%)
P2280	Ruminococcus_D bicirculans (0.254%)
P2285	Ruminococcus_D (0.004%)
P2287	Ruminococcus_D (0.005%)
P2289	Ruminococcaceae (0.004%)
P2292	Ruminococcus (0.004%)
P2293	Ruminococcaceae (0.035%)
P2295	Ruminococcaceae (0.006%)
P2298	Ruminococcus_C (0.027%)
P2303	Ruminococcaceae (0.008%)
P2305	Ruminococcus_F champanellensis (0.005%)
P2307	UBA1394 (0.006%)
P2312	CAG-353 (0.035%)
P2314	Ruminococcaceae (0.002%)
P2316	Ruminococcaceae (0.003%)
P2320	Ruminiclostridium_E (0.011%)
P2324	CAG-115 (0.04%)
P2330	Faecalibacterium (0.373%)
P2331	Faecalibacterium (0.878%)
P2332	Faecalibacterium prausnitzii_D (1.13%)
P2335	Faecalibacterium prausnitzii_C (1.249%)
P2343	Subdoligranulum (0.036%)
P2348	Subdoligranulum (0.239%)
P2349	Subdoligranulum (0.485%)
P2354	Subdoligranulum variabile (0.045%)
P2359	Ruminococcaceae (0.023%)
P2363	Ruthenibacterium (0.193%)
P2364	Ruthenibacterium lactatiformans (0.086%)
P2370	CAG-272 (0.002%)
P2374	CAG-448 (0.006%)
P2376	CAG-272 (0.001%)
P2379	CAG-272 (0.004%)
P2383	CAG-272 (0.004%)
P2385	CAG-272 (0.005%)
P2388	CAG-724 (0.002%)
P2392	Oscillospirales (0.015%)
P2396	Oscillospirales (0.004%)
P2397	CAG-272 (0.002%)
P2401	CAG-382 (0.007%)
P2406	CAG-41 (0.001%)
P2407	CAG-41 (0.004%)
P2409	CAG-41 (0.003%)
P2413	Oscillospirales (0.007%)
P2417	Clostridia (0.011%)
P2419	CAG-41 (0.0%)
P2422	CAG-41 sp1 (0.383%)
P2426	Clostridia (0.007%)
P2430	Oscillospirales (0.007%)
P2435	CAG-727 (0.006%)
P2437	CAG-727 (0.0%)
P2441	CAG-727 (0.001%)
P2443	UBA10281 (0.001%)
P2447	CAG-727 (0.0%)
P2452	CAG-314 (0.001%)
P2453	CAG-1435 (0.001%)
P2454	CAG-314 (0.002%)
P2455	CAG-1435 (0.0%)
P2459	CAG-475 (0.0%)
P2461	CAG-475 (0.001%)
P2465	CAG-475 (0.0%)
P2470	CAG-349 (0.001%)
P2474	4C28d-15 (0.005%)
P2476	CAG-552 (0.001%)
P2479	CAG-552 (0.0%)
P2481	CAG-552 (0.001%)
P2488	CAG-552 (0.0%)
P2490	CAG-552 (0.002%)
P2494	CAG-1024 (0.011%)
P2497	CAG-138 (0.095%)
P2500	CAG-138 (0.007%)
P2503	CAG-138 (0.008%)
P2507	Phil1 (0.002%)
P2511	Christensenellales (0.053%)
P2512	Christensenellaceae (0.118%)
P2515	Christensenellales (0.014%)
P2516	Christensenellales (0.003%)
P2520	CAG-74 (0.029%)
P2522	CAG-74 (0.043%)
P2524	CAG-74 (0.087%)
P2530	CAG-74 (0.002%)
P2533	Christensenellales (0.006%)
P2539	Clostridia (0.076%)
P2544	CAG-269 (0.007%)
P2546	CAG-269 (0.01%)
P2548	CAG-269 (0.033%)
P2552	CAG-269 (0.005%)
P2557	CAG-269 (0.002%)
P2561	CAG-508 (0.006%)
P2563	CAG-508 (0.0%)
P2568	TANB77 (0.003%)
P2570	CAG-354 (0.017%)
P2575	CAG-793 (0.008%)
P2577	CAG-492 (0.006%)
P2580	CAG-269 (0.001%)
P2583	CAG-508 (0.0%)
P2586	CAG-273 (0.001%)
P2588	CAG-492 (0.002%)
P2590	CAG-508 (0.002%)
P2594	CAG-245 sp1 (0.017%)
P2601	CAG-465 (0.004%)
P2606	Clostridium_P perfringens (0.0%)
P2607	Clostridium_P perfringens (0.0%)
P2621	Clostridium_F (0.0%)
P2624	Clostridium (0.0%)
P2627	Clostridium saudiense (0.001%)
P2632	Clostridium (0.001%)
P2633	Clostridium (0.001%)
P2635	Clostridium (0.001%)
P2638	Clostridium (0.001%)
P2643	Clostridium butyricum (0.0%)
P2646	Clostridium_P (0.039%)
P2648	Clostridium paraputrificum (0.0%)
P2653	Clostridiaceae (0.0%)
P2657	Clostridium_J sp1 (0.003%)
P2661	Clostridium_J (0.0%)
P2663	Clostridium_J (0.0%)
P2669	Anaerofustis (0.018%)
P2673	Murdochiella (0.002%)
P2676	Anaerococcus (0.0%)
P2679	Anaerococcus (0.0%)
P2682	Anaerococcus (0.0%)
P2685	Peptoniphilus_A (0.0%)
P2688	Peptoniphilus_A (0.0%)
P2689	Peptoniphilus_A (0.0%)
P2694	Helcococcaceae (0.0%)
P2697	Fenollaria (0.0%)
P2701	Tissierellales (0.0%)
P2707	CAG-145 (0.019%)
P2709	CAG-145 (0.009%)
P2714	Emergencia timonensis (0.0%)
P2719	UBA1191 (0.015%)
P2726	Anaerovoracaceae (0.001%)
P2729	Anaerovoracaceae (0.001%)
P2732	Terrisporobacter (0.0%)
P2733	Terrisporobacter (0.0%)
P2735	Intestinibacter bartlettii (0.001%)
P2741	Peptostreptococcaceae (0.0%)
P2743	Peptostreptococcaceae (0.0%)
P2744	Paraclostridium bifermentans (0.0%)
P2746	Romboutsia (0.002%)
P2749	Clostridioides difficile (0.0%)
P2756	Clostridium_U (0.024%)
P2759	Peptostreptococcaceae (0.001%)
P2763	Niameybacter (0.001%)
P2765	CAG-274 (0.001%)
P2766	CAG-274 (0.0%)
P2768	Lachnospirales (0.002%)
P2770	Anaerotignum (0.064%)
P2774	Lachnospiraceae (0.004%)
P2775	Coprococcus_A catus (0.056%)
P2778	Lachnospiraceae (0.016%)
P2781	Lachnospiraceae (0.001%)
P2783	TF01-11 (0.006%)
P2786	TF01-11 (0.167%)
P2790	Eubacterium_F (0.008%)
P2794	Lachnospiraceae (0.018%)
P2798	Eubacterium_E hallii (0.065%)
P2808	Anaerostipes hadrus (0.119%)
P2809	Anaerostipes hadrus (0.149%)
P2814	Anaerostipes hadrus (0.101%)
P2819	Anaerostipes hadrus_A (0.011%)
P2822	Anaerostipes (0.002%)
P2823	Anaerostipes caccae (0.021%)
P2830	Coprococcus (0.182%)
P2837	Coprococcus (0.033%)
P2839	Coprococcus (0.024%)
P2842	Lachnospiraceae (0.007%)
P2845	CAG-632 (0.003%)
P2848	CAG-590 (0.007%)
P2849	CAG-590 (0.011%)
P2854	Butyrivibrio_A crossotus (0.356%)
P2855	Butyrivibrio_A crossotus (0.478%)
P2858	CAG-882 (0.004%)
P2862	Lachnospira rogosae (0.144%)
P2863	Lachnospira (0.006%)
P2865	Lachnospira (0.163%)
P2873	Lachnospira (0.002%)
P2878	Lachnospiraceae (0.132%)
P2881	Clostridium_M bolteae (0.039%)
P2883	Clostridium_M clostridioformis (0.019%)
P2890	Clostridium_M (0.007%)
P2892	Clostridium_M citroniae (0.027%)
P2898	Clostridium_M (0.016%)
P2903	Clostridium_M (0.019%)
P2907	Lachnospiraceae (0.103%)
P2910	Clostridium_Q symbiosum (0.016%)
P2919	Clostridium_Q (0.061%)
P2922	Hungatella (0.0%)
P2924	Hungatella hathewayi (0.014%)
P2929	Lachnospiraceae (0.149%)
P2932	Lachnospiraceae (0.002%)
P2936	Eubacterium_G ventriosum (0.048%)
P2937	Eubacterium_G ventriosum (0.052%)
P2942	Eubacterium_G (0.028%)
P2945	Eubacterium_G (0.065%)
P2947	Eubacterium_G (0.016%)
P2949	CAG-156 (0.06%)
P2951	CAG-303 (0.33%)
P2957	Roseburia (0.054%)
P2960	Agathobacter (0.094%)
P2961	Agathobacter (0.482%)
P2962	Lachnospiraceae (0.081%)
P2969	Agathobacter faecis (1.407%)
P2970	Agathobacter (0.107%)
P2973	Agathobacter rectalis (0.623%)
P2981	Roseburia intestinalis (0.054%)
P2984	Roseburia inulinivorans (0.036%)
P2989	CAG-45 (0.46%)
P2991	Lachnospiraceae (0.29%)
P2993	Lachnospiraceae (0.016%)
P2995	Lachnospiraceae (0.323%)
P2998	Eubacterium_I (0.039%)
P3004	Blautia (0.013%)
P3008	Lachnospiraceae (0.006%)
P3013	CAG-194 (0.003%)
P3015	CAG-65 sp3 (0.305%)
P3018	CAG-65 (0.06%)
P3022	Lachnospiraceae (0.023%)
P3024	CAG-510 (0.008%)
P3027	CAG-95 (0.01%)
P3028	CAG-95 (0.01%)
P3032	Eisenbergiella (0.0%)
P3033	Eisenbergiella tayi (0.017%)
P3036	Eisenbergiella (0.015%)
P3039	Eisenbergiella (0.005%)
P3041	CAG-24 sp1 (0.095%)
P3043	CAG-24 (0.002%)
P3051	Blautia_A (0.038%)
P3055	Blautia_A (0.083%)
P3056	Blautia_A (0.175%)
P3061	Blautia_A obeum (0.115%)
P3063	Blautia_A obeum (0.119%)
P3066	Blautia_A obeum (0.154%)
P3069	Blautia_A obeum (0.295%)
P3072	Blautia_A (0.034%)
P3074	Blautia_A obeum_A (0.04%)
P3076	Blautia_A (0.01%)
P3078	Blautia_A (0.01%)
P3082	Blautia_A (0.086%)
P3084	Blautia_A (0.061%)
P3089	Blautia_A (0.037%)
P3099	Blautia_A (0.467%)
P3112	Blautia_A hydrogenotrophica (0.017%)
P3115	Ruminococcus_A (0.043%)
P3117	Fusicatenibacter saccharivorans (0.664%)
P3122	Blautia (0.008%)
P3123	Blautia (0.017%)
P3126	Blautia (0.004%)
P3132	Robinsoniella (0.0%)
P3136	Lachnospiraceae (0.029%)
P3139	Lachnospiraceae (0.028%)
P3142	Marvinbryantia (0.011%)
P3143	Marvinbryantia (0.103%)
P3145	CAG-56 (0.04%)
P3151	Lachnospiraceae (0.092%)
P3154	Lachnospiraceae (0.023%)
P3157	Lachnospiraceae (0.023%)
P3162	Clostridium_M (0.123%)
P3167	CAG-81 (0.04%)
P3169	CAG-81 (0.088%)
P3172	Lachnospiraceae (0.01%)
P3174	Lachnospiraceae (0.007%)
P3177	Tyzzerella sp1 (0.008%)
P3180	Tyzzerella nexilis (0.105%)
P3182	Tyzzerella (0.001%)
P3185	Sellimonas intestinalis (0.024%)
P3188	Coprococcus_B comes (0.179%)
P3192	Coprococcus_B comes (0.146%)
P3197	Dorea (0.005%)
P3199	Dorea longicatena (0.237%)
P3208	Dorea formicigenerans (0.077%)
P3209	Dorea formicigenerans (0.073%)
P3217	Dorea scindens_A (0.138%)
P3222	Tyzzerella (0.034%)
P3228	Dorea (0.006%)
P3231	Dorea (0.037%)
P3232	Dorea (0.057%)
P3236	Lachnospiraceae (0.006%)
P3238	Ruminococcus_B fissicatena (0.007%)
P3243	Ruminococcus_B (0.037%)
P3246	Ruminococcus_B gnavus (0.008%)
P3253	Ruminococcus_B (0.003%)
P3255	Ruminococcus_B faecis (0.151%)
P3260	Ruminococcus_B (0.14%)
P3262	Ruminococcus_B torques (0.008%)
P3264	Ruminococcus_B torques (0.014%)
P3265	Ruminococcus_B torques (0.017%)
P340	Bacteroides_B vulgatus (0.006%)
P345	Bacteroides_B vulgatus (0.011%)
P347	Bacteroides_B vulgatus (0.025%)
P352	Bacteroides_B dorei (0.018%)
P356	Bacteroides_B vulgatus (0.02%)
P358	Bacteroides_B vulgatus (0.019%)
P363	Bacteroides_B dorei (0.038%)
P368	Bacteroides_A coprophilus (0.021%)
P369	Bacteroides_A (0.037%)
P374	Bacteroides_A (0.039%)
P378	Bacteroides_A (0.003%)
P383	Bacteroides xylanisolvens (0.073%)
P384	Bacteroides (0.07%)
P392	Bacteroides (0.103%)
P396	Bacteroides ovatus (0.113%)
P399	Bacteroides (0.024%)
P408	Bacteroides (0.015%)
P411	Bacteroides caccae (0.021%)
P412	Bacteroides caccae (0.056%)
P417	Bacteroides thetaiotaomicron (0.081%)
P419	Bacteroides thetaiotaomicron (0.108%)
P422	Bacteroides faecis (0.016%)
P423	Bacteroides faecis (0.014%)
P429	Bacteroides (0.067%)
P431	Bacteroides fragilis (0.134%)
P442	Bacteroides nordii (0.01%)
P443	Bacteroides salyersiae (0.008%)
P447	Bacteroides eggerthii (0.041%)
P448	Bacteroides stercoris (0.023%)
P451	Bacteroides stercoris (0.04%)
P453	Bacteroides stercoris (0.018%)
P457	Bacteroides (0.789%)
P458	Bacteroides cellulosilyticus (0.474%)
P459	Bacteroides cellulosilyticus (0.406%)
P468	Bacteroides (0.016%)
P469	Bacteroidaceae (0.034%)
P474	Bacteroides_A (0.024%)
P486	Bacteroides uniformis (0.147%)
P488	Bacteroides uniformis (0.152%)
P493	Bacteroides uniformis (0.376%)
P499	Bacteroides uniformis (0.15%)
P510	Bacteroides clarus (0.013%)
P515	Bacteroides (0.007%)
P518	Bacteroides_A (0.012%)
P523	Prevotella (0.003%)
P530	Prevotella (0.017%)
P531	Prevotella (0.004%)
P537	Bacteroides (0.044%)
P542	Paraprevotella (0.008%)
P545	Prevotellamassilia (0.001%)
P548	Prevotellamassilia (0.005%)
P551	Bacteroides_A (0.026%)
P552	Bacteroides (0.074%)
P554	Bacteroidaceae (0.001%)
P556	Prevotellamassilia (0.005%)
P563	Bacteroidaceae (0.003%)
P568	CAG-279 (0.007%)
P572	CAG-279 (0.012%)
P574	CAG-485 (0.002%)
P575	CAG-485 (0.001%)
P577	CAG-485 (0.001%)
P580	CAG-485 (0.0%)
P582	Muribaculaceae (0.001%)
P584	CAG-485 (0.0%)
P587	CAG-1031 (0.0%)
P590	CAG-1031 (0.003%)
P593	CAG-1031 (0.001%)
P597	UBA7173 (0.003%)
P599	UBA7173 (0.002%)
P602	Muribaculaceae (0.0%)
P603	Muribaculaceae (0.001%)
P607	CAG-873 (0.001%)
P609	CAG-873 (0.0%)
P614	Homeothermus (0.003%)
P623	Dysgonomonas mossii (0.0%)
P627	Barnesiella intestinihominis (0.001%)
P630	Barnesiella (0.013%)
P635	Barnesiellaceae (0.002%)
P637	Coprobacter (0.359%)
P640	Coprobacter (0.023%)
P643	Parabacteroides (0.015%)
P644	Parabacteroides (0.006%)
P650	Parabacteroides distasonis (0.086%)
P665	Parabacteroides (0.001%)
P671	Parabacteroides goldsteinii (0.248%)
P677	Parabacteroides (0.012%)
P683	Porphyromonas (0.0%)
P685	Porphyromonas (0.001%)
P688	Porphyromonas (0.0%)
P694	Paludibacteraceae (0.0%)
P697	Alistipes_A (0.003%)
P700	Alistipes_A indistinctus (0.074%)
P701	Alistipes_A (0.008%)
P704	Tidjanibacter massiliensis (0.094%)
P706	Alistipes onderdonkii (0.081%)
P714	Alistipes timonensis (0.008%)
P718	Alistipes shahii (0.041%)
P722	Alistipes (0.301%)
P729	Alistipes (0.093%)
P732	Alistipes (0.059%)
P743	RC9 (0.006%)
P746	RC9 (0.0%)
P747	RC9 (0.0%)
P750	RC9 (0.0%)
P754	RC9 (0.001%)
P756	CAG-831 (0.003%)
P762	Odoribacter (0.004%)
P763	Odoribacter (0.15%)
P767	Odoribacter massiliensis (0.044%)
P770	Gabonibacter (0.0%)
P772	Butyricimonas (0.113%)
P782	Flavobacteriales (0.001%)
P784	Phil12 (0.007%)
P788	Prevotella (0.006%)
P789	Prevotella (0.0%)
P791	Prevotella (0.003%)
P796	Prevotella (0.002%)
P797	Prevotella (0.009%)
P804	Prevotella (0.0%)
P807	Prevotella (0.002%)
P812	Prevotella (0.003%)
P814	Prevotella (0.01%)
P819	Prevotella (0.003%)
P823	Prevotella (0.01%)
P826	Prevotella (0.003%)
P828	Prevotella (0.002%)
P831	Prevotella (0.001%)
P834	Prevotella (0.009%)
P835	Prevotella (0.0%)
P844	Prevotella (0.008%)
P850	TM7x (0.001%)
P854	TM7x (0.002%)
P856	Saccharimonadaceae (0.001%)
P859	Fusobacterium_A (0.0%)
P861	Fusobacterium_A ulcerans (0.0%)
P866	Fusobacterium_A (0.0%)
P869	Fusobacterium_B (0.0%)
P876	Fusobacterium animalis (0.0%)
P878	Fusobacterium animalis (0.0%)
P884	Fusobacterium (0.0%)
P888	Fusobacterium (0.0%)
P890	Fusobacterium (0.0%)
P893	Fusobacterium_C gonidiaformans (0.0%)
P337	An23 (0.003%)
P303	CAG-484 (0.004%)
P304	CAG-484 (0.0%)
P308	Zag1 (0.003%)
P309	Zag1 (0.022%)
P310	Zag1 (0.001%)
P318	Zag111 (0.0%)
P323	Gastranaerophilaceae (0.007%)
P325	Gastranaerophilaceae (0.0%)
P328	Gastranaerophilaceae (0.01%)
P330	Gastranaerophilaceae (0.014%)
P332	CAG-196 (0.013%)
P274	UBA1784 (0.001%)
P276	UBA1784 (0.0%)
P283	Akkermansia (0.701%)
P286	CAG-312 (0.001%)
P288	CAG-312 (0.045%)
P292	CAG-312 (0.0%)
P298	UBA1436 (0.0%)
P269	Treponema_D (0.0%)
P270	Treponema_D (0.007%)
P250	Mailhella (0.03%)
P251	Mailhella (0.001%)
P253	Bilophila (0.062%)
P257	Desulfovibrio fairfieldensis (0.047%)
P259	Desulfovibrio (0.001%)
P262	Desulfovibrio (0.001%)
P265	Desulfovibrio (0.0%)
P177	Helicobacter pylori_BT (0.0%)
P181	Helicobacter (0.0%)
P190	Helicobacter (0.0%)
P193	Helicobacter (0.0%)
P194	Helicobacter pylori_BT (0.0%)
P201	Helicobacter (0.0%)
P204	Helicobacter (0.0%)
P207	Helicobacter pylori_BT (0.0%)
P211	Helicobacter pylori_BT (0.0%)
P213	Helicobacter pylori_BV (0.0%)
P214	Helicobacter (0.0%)
P217	Helicobacter (0.0%)
P222	Helicobacter (0.0%)
P226	Helicobacter pylori_BT (0.0%)
P230	Helicobacter (0.0%)
P234	Helicobacter pylori_C (0.0%)
P236	Helicobacter_B (0.0%)
P237	Helicobacter_C cinaedi (0.0%)
P241	Helicobacter_D canadensis (0.0%)
P245	Campylobacteraceae (0.0%)
P246	Campylobacter (0.0%)
P16	Escherichia (0.0%)
P21	Escherichia (0.0%)
P25	Escherichia coli (0.0%)
P30	Escherichia coli (0.001%)
P33	Escherichia coli (0.002%)
P39	Escherichia (0.0%)
P46	Escherichia (0.0%)
P52	Citrobacter portucalensis (0.0%)
P56	Klebsiella pneumoniae (0.0%)
P62	Klebsiella pneumoniae (0.0%)
P64	Klebsiella variicola (0.0%)
P66	Enterobacteriaceae (0.0%)
P69	Klebsiella_A oxytoca (0.0%)
P74	Klebsiella_A michiganensis_A (0.0%)
P80	Enterobacter (0.0%)
P82	Enterobacter (0.0%)
P87	Enterobacteriaceae (0.0%)
P90	Kluyvera (0.0%)
P94	Providencia alcalifaciens (0.0%)
P99	Providencia alcalifaciens_A (0.0%)
P103	Proteus mirabilis (0.0%)
P105	Enterobacteriaceae (0.0%)
P107	Hafnia (0.0%)
P112	Enterobacteriaceae (0.0%)
P114	Enterobacterales (0.0%)
P117	Succinivibrio (0.001%)
P123	Pseudomonas_E (0.0%)
P124	Pseudomonadaceae (0.0%)
P127	Acinetobacter (0.0%)
P132	Burkholderiaceae (0.0%)
P133	Burkholderiaceae (0.001%)
P137	Sutterella (0.0%)
P140	Sutterella wadsworthensis (0.0%)
P144	Burkholderiaceae (0.001%)
P145	CAG-521 (0.0%)
P147	Burkholderiaceae (0.012%)
P150	Parasutterella (0.123%)
P155	CAG-521 (0.0%)
P156	CAG-521 (0.0%)
P160	Dakarella (0.0%)
P162	Oxalobacter (0.001%)
P164	Ralstonia pickettii (0.0%)
P166	Achromobacter xylosoxidans (0.0%)
P171	Rhodocyclaceae (0.0%)
P173	Neisseriaceae (0.0%)
P12	RF32 (0.0%)
P10	CAG-977 (0.001%)
P7	51-20 (0.002%)
P8	CAG-495 (0.003%)
P1	CAG-495 (0.706%)
P5	CAG-267 (0.002%)
OROOT	Bacteria (99.999%)
P1588	CAG-611 (0.007%)
P1482	Holdemanella (1.241%)
P2121	Agathobaculum (0.021%)
P2125	Butyricicoccus (0.046%)
P798	Prevotella (0.012%)
P1591	CAG-877 (0.004%)
P1916	Veillonella (0.002%)
P1493	Holdemania (0.066%)
P805	Prevotella (0.0%)
P1051	Collinsella (0.001%)
P2132	Ruminococcaceae (0.015%)
P1496	Erysipelotrichaceae (0.023%)
P808	Prevotella (0.002%)
P1055	Enorma (0.0%)
P2135	Massilioclostridium (0.033%)
P1499	Erysipelatoclostridium ramosum (0.031%)
P813	Prevotella (0.004%)
P1058	Collinsella (0.001%)
P1604	UBA660 (0.013%)
P1927	Veillonella (0.002%)
P2138	Anaerotruncus colihominis (0.069%)
P1503	Erysipelatoclostridium ramosum (0.017%)
P900	Bifidobacterium longum (0.023%)
P1063	Collinsella (0.002%)
P2571	CAG-354 (0.018%)
P588	CAG-1031 (0.006%)
P2994	Lachnospiraceae (0.018%)
P319	Zag111 (0.006%)
P2996	Lachnospiraceae (0.329%)
P591	CAG-1031 (0.003%)
P2576	CAG-508 (0.008%)
P326	Gastranaerophilaceae (0.001%)
P1380	Libanicoccus (0.001%)
P2999	Eubacterium_I (0.069%)
P594	CAG-1031 (0.003%)
P598	UBA7173 (0.014%)
P1383	Atopobiaceae (0.002%)
P3005	Blautia (0.035%)
P2587	CAG-273 (0.135%)
P333	CAG-196 (0.013%)
P600	UBA7173 (0.002%)
P2591	CAG-508 (0.009%)
P604	Muribaculaceae (0.001%)
P275	UBA1784 (0.001%)
P208	Helicobacter pylori_BT (0.0%)
P2350	Subdoligranulum (0.946%)
P2460	CAG-475 (0.001%)
P2462	CAG-475 (0.001%)
P215	Helicobacter (0.0%)
P2355	Subdoligranulum (0.049%)
P2466	CAG-475 (0.001%)
P218	Helicobacter (0.0%)
P2360	Ruminococcaceae (0.055%)
P2471	CAG-917 (0.001%)
P2365	Ruthenibacterium (0.28%)
P227	Helicobacter (0.0%)
P2475	4C28d-15 (0.005%)
P231	Helicobacter (0.0%)
P1704	Lactobacillus (0.0%)
P2686	Peptoniphilus_A (0.0%)
P1252	Collinsella (0.001%)
P95	Providencia alcalifaciens (0.0%)
P2690	Peptoniphilus_A (0.0%)
P1708	Lactobacillus gasseri_A (0.0%)
P1257	Collinsella (0.004%)
P106	Enterobacteriaceae (0.0%)
P1262	Collinsella (0.001%)
P108	Hafnia (0.0%)
P2698	Fenollaria (0.0%)
P1716	Pediococcus acidilactici (0.0%)
P113	Enterobacteriaceae (0.0%)
P1267	Collinsella (0.0%)
P2893	Clostridium_M citroniae (0.029%)
P2146	Negativibacillus (0.215%)
P2791	Eubacterium_F (0.071%)
P2899	Clostridium_M (0.053%)
P2248	CAG-177 (0.007%)
P3218	Dorea (0.147%)
P385	Bacteroides (0.143%)
P2150	Angelakisella (1.156%)
P2904	Lachnospiraceae (0.039%)
P2251	CAG-488 (0.006%)
P3223	Lachnospiraceae (0.039%)
P2799	Eubacterium_E hallii (0.081%)
P2255	CAG-180 (0.003%)
P2156	DTU089 (0.005%)
P2911	Clostridium_Q symbiosum (0.021%)
P3233	Dorea (0.084%)
P397	Bacteroides ovatus (0.162%)
P2160	Neglecta (0.046%)
P2262	DTU089 (0.011%)
P400	Bacteroides (0.036%)
P1451	Methanobacteriaceae (0%)
P1935	Veillonellaceae (0.0%)
P954	Bifidobacterium (0.001%)
P3014	CAG-194 (0.005%)
P824	Prevotella (0.011%)
P1822	Bacillus_W (0.0%)
P1115	Collinsella (0.004%)
P958	Cellulomonadaceae (0.0%)
P1825	Bacillaceae_A (0.0%)
P960	Actinomycetales (0.001%)
P1938	Caecibacter (0.0%)
P3016	CAG-65 sp3 (0.382%)
P829	Prevotella (0.002%)
P1940	Megasphaera (0.003%)
P1830	Bacillus_J andreraoultii (0.0%)
P1942	Megasphaeraceae (0.002%)
P1127	Collinsella (0.0%)
P967	Corynebacterium (0.0%)
P3025	CAG-510 (0.009%)
P1132	Collinsella (0.001%)
P836	Prevotella (0.0%)
P3029	CAG-95 (0.019%)
P1841	Staphylococcus (0.0%)
P976	Micrococcaceae (0.0%)
P1951	Dialister (0.026%)
P1507	Erysipelatoclostridium (0.124%)
P2482	CAG-552 (0.012%)
P715	Alistipes timonensis (0.127%)
P277	UBA1784 (0.0%)
P1067	Collinsella (0.0%)
P2038	Clostridium_AJ (0.055%)
P608	CAG-873 (0.005%)
P1510	Erysipelatoclostridium (0.012%)
P719	Alistipes shahii (0.133%)
P2042	Clostridium_AJ (0.177%)
P2489	CAG-552 (0.003%)
P723	Alistipes (11.141%)
P284	Akkermansia (0.705%)
P1515	Erysipelatoclostridium (0.004%)
P615	Homeothermus (0.003%)
P2051	Oscillospiraceae (0.208%)
P287	CAG-312 (0.001%)
P2495	CAG-1024 (0.013%)
P289	CAG-312 (0.046%)
P1522	Erysipelatoclostridiaceae (0.049%)
P624	Dysgonomonas (0.0%)
P1526	Catenibacterium (1.672%)
P2498	CAG-138 (0.206%)
P733	Rikenellaceae (0.361%)
P293	CAG-312 (0.0%)
P2057	Oscillospiraceae (0.131%)
P2501	CAG-138 (0.015%)
P494	Bacteroides uniformis (0.549%)
P1611	UBA660 (0.002%)
P500	Bacteroides uniformis (0.224%)
P1619	CAG-533 (0.001%)
P1622	UBA660 (0.0%)
P511	Bacteroides clarus (0.019%)
P1626	CAG-460 (0.005%)
P516	Bacteroides (0.015%)
P519	Bacteroides_A (0.013%)
P1630	CAG-605 (0.0%)
P1389	Atopobium_B (0.002%)
P1727	Lactobacillus_G hilgardii (0.0%)
P1271	Collinsella (0.002%)
P1274	Collinsella (0.004%)
P1732	Lactobacillus_H (0.0%)
P1401	CAG-1427 (0.001%)
P1281	Collinsella (0.001%)
P1738	Lactobacillus_C rhamnosus (0.0%)
P1406	CAG-1427 (0.004%)
P1744	Lactobacillus_C paracasei (0.0%)
P238	Helicobacteraceae (0.0%)
P2595	CAG-245 (0.017%)
P3127	Blautia (0.015%)
P3239	Ruminococcus_B (0.014%)
P242	Helicobacter_D (0.0%)
P2602	CAG-465 (0.005%)
